,Job Type,Job Experience,Position,Vacancy Count,Company,Location,Industries,Job Title,Job Requirement,Job Salary,Skills,Date Created,Job Posting Link,Job Id,Language,Career Level,Salary Min,Salary Max
255,Full-time,1 to 4 years,Sales & Business Development,1.0,Lalamove Logistik Indonesia,"Surabaya, Indonesia",Logistics,Business Development Associate - Surabaya,"Market research: Area potential business cluster mapping, potential SMEs, competitor activity, market researched or surveyed both online and offline
Sales operations: acquire and on board business users by maintaining a healthy pipeline of leads, and by developing and taking care of professional relationships.
Negotiation and closing of deals: lead contract negotiations to establish a strong working relationship with our local partners, and to ensure economic sustainability and mutual growth of the partnership
Doing outreach to clients via cold calls/emails/meetings, timely follow ups, administrative work (contract drafting, coordination).
Become the face of Lalamove when engaging local partner to promote our services and values.", 0 – 0,"Sales  Marketing, Business Development, Business Development  Partnerships",2022-04-20,https://www.techinasia.com/jobs/683213e5-5bdd-448b-98cb-da61f4bf930b,6629292285,en,Junior Level,0.0,0.0
256,Full-time,1 to 4 years,UX/UI Design,1.0,SIRCLO,"Tangerang, Indonesia",Marketplaces,UX Researcher,"Work with Product Managers, Designers, Engineers, and Data Scientists in conducting user research.
Conduct joint research plans to map out research objectives, user segments, and methodologies.
Perform qualitative and quantitative research with various methodologies to gather user insights, including through surveys, in-depth interviews, usability testing, heuristics analysis, ethnographic research, and others..
Analyse and summarise insights, as well as propose user-centered solutions in the form of research reports or summaries.", 0 – 0,"Research, Design Research, Product Research, User Research, Presentation Skills",2022-04-20,https://www.techinasia.com/jobs/2710a5be-c052-4a76-b65e-dd743b507320,8589791531,en,Junior Level,0.0,0.0
257,Full-time,1 to 4 years,UX/UI Design,1.0,SIRCLO,"Tangerang, Indonesia",Marketplaces,UX Writer,"Work closely with Researchers and Designers to craft informative microcopy for our products’ user interfaces.
Understand users’ profiles and establish a content guideline accordingly.
Use the right tone of voice to communicate with users.
Assist Technical Writers, Product Managers, and Designers in creating documentation for internal and external purposes.
Continuously evaluate and do copy testing in collaboration with relevant departments to track the performance and users’ pain points.", 0 – 0,"Writing, Copywriting, Creative Writing, Presentation Skills, English Language",2022-04-20,https://www.techinasia.com/jobs/1c633ef5-a59f-4220-9fd6-fc6e2c384dc8,8589791531,en,Junior Level,0.0,0.0
258,Full-time,1 to 4 years,QA & Testing,1.0,Advotics,"Jakarta, Indonesia",Technology,QA Analyst,"Bachelor’s degree in Computer Science, Information System or other technical fields
Having sufficient basic knowledge in Software QA
At least 2 years experience in Software QA / Testing
Experienced in designing test plan, test verification, test scenario, bugs reporting, then writing them into proper test documentation
Organized with high attention to detail and strong desire to deliver the highest quality product possible
Understand the business process and development process in Agile Methodology
Good sense of UI/UX design and writing would be a plus", 5000000 – 7000000,"QA, Software Testing, Test Automation, Usability Testing",2022-04-20,https://www.techinasia.com/jobs/487da0b8-0c38-41a3-8bb1-98932697cc6a,5118067516,en,Junior Level,5000000.0,7000000.0
259,Full-time,1 to 4 years,Data & Analytics,1.0,KoinWorks,"Jakarta, Indonesia",Technology,Reconciliations Officer,"do daily reconciliation for money in & money out
do daily reconciliation for user mutation
maintain monthly reconciliation report", 0 – 0,"Microsoft Excel, SQL, Analytical Skills",2022-04-20,https://www.techinasia.com/jobs/b7041c99-6d22-4ddd-a3db-c2efe545d62c,5884363254,en,Junior Level,0.0,0.0
260,Full-time,1 to 4 years,Sales & Business Development,3.0,PT. Pinjaman Kemakmuran Rakyat,"Denpasar, Bali, Indonesia",Technology,Staff Marketing,No Description, 3000000 – 8000000,"Sales  Marketing, Digital Marketing, Business Development, Problem Solving",2022-04-19,https://www.techinasia.com/jobs/fb63d491-ec7f-4539-8482-ee17c872a415,2074092768,en,Junior Level,3000000.0,8000000.0
261,Full-time,1 to 4 years,Science & Academics,1.0,Bina Nusantara Group,"Jakarta, Indonesia",Education,Faculty Member for Design,"Provide the best learning experience
Ensure the quality of teaching delivery within his/her classes according to the standard course outline
Ensure that delivery of the program is aligned with BINUS University academic quality standard
Perform teaching, research, and community services
Provide the best learning experience for students
Perform the role of lecturer as stated in Catur Dharma Perguruan Tinggi", 0 – 0,"Presentation Skills, Public Speaking  Presentations, Research, Design",2022-04-19,https://www.techinasia.com/jobs/1f681cb8-4b74-4aa1-9dc0-2802823f4dad,2956574054,en,Junior Level,0.0,0.0
262,Full-time,1 to 4 years,Web Development,1.0,Qiscus,"Yogyakarta, Indonesia",Technology,Front End Engineer,"Develop, maintain, and improve web pages for greater customer experience (CX) using a variety of programming languages
Work collaboratively with design, product management, and development teams to create elegant, usable, responsive and interactive interfaces across multiple platforms
Collaborate with back-end engineers and web designers to improve usability and optimization
Assist backend engineers with coding and troubleshooting
Write functional requirement documents and guides
Build excellent mock-ups and design prototypes
Ensure high quality graphic standards and brand consistency", 4000000 – 9000000,"React.js, Javascript, Front-end Development",2022-04-19,https://www.techinasia.com/jobs/cda8535d-6854-4945-8b05-571ee92a89f4,2847639329,en,Junior Level,4000000.0,9000000.0
263,Full-time,1 to 4 years,"Finance, Legal & Accounting",4.0,PT. Pinjaman Kemakmuran Rakyat,"Jakarta, Indonesia",Technology,Staff Accounting,No Description, 5000000 – 8000000,"Problem Solving, Time Management, Accounting, Analytical Skills, Financial Analysis",2022-04-19,https://www.techinasia.com/jobs/24fded14-d32f-47c7-8856-31831ba50177,2074092768,en,Junior Level,5000000.0,8000000.0
264,Full-time,1 to 4 years,QA & Testing,1.0,Clodeo,"Bandung, Java, Indonesia",Technology,QA Analyst,"At least 1 year experience in software testing
Excellent communication skill
Good understanding of Rest API
Understand Product Requirement Document
Understand how to write good and readable test cases document", 4000000 – 8000000,"REST APIs, Communication Skills, Software Testing, Functional Testing, Regression Testing",2022-04-19,https://www.techinasia.com/jobs/a05e85e3-2bc8-4b5d-8783-4f406e46a139,607662705,en,Junior Level,4000000.0,8000000.0
265,Full-time,1 to 4 years,Data & Analytics,1.0,Open Labs (Brand Aggregator),"Jakarta, Indonesia",Digital Media & Marketing,Business Intelligence,"Acquire data from primary or secondary data sources and maintain operational dashboard / report
Interpret data, analyze results using statistical techniques and provide ongoing reports
Providing actionable recommendation on area of concern based on analysis
Work with management to prioritize business and information needs 
Locate and define new process improvement opportunities", 8000000 – 10000000,"Data Visualization, Data Analysis, Data Warehouse",2022-04-19,https://www.techinasia.com/jobs/3fec04ed-040c-45a7-8bb5-1f950884a600,7272112769,en,Junior Level,8000000.0,10000000.0
266,Full-time,1 to 4 years,Sales & Business Development,1.0,Hangry,"Jakarta, Indonesia",Hospitality,Business Development Associate,"Support brand owner in managing brand, product management and launches, promo planning, and EBITDA
Will liaise closely with marketing (brand plan, growth marketing, communications) and operations team (outlet operations, supply chain, QA/QC)
Take part in market and competitive analysis, and to understand factors that affect our performance
Support brand owner on BD projects and other ad-hoc projects (define objectives, set timeline, execution)
Produce report on brand performance and projects
Expected to be proactive in finding opportunities and problem solving", 0 – 0,"Business Development, Brand Management, Project Management",2022-04-19,https://www.techinasia.com/jobs/f3684b5a-48d2-450c-b466-d60d94a78ac7,4581603427,en,Junior Level,0.0,0.0
267,Full-time,1 to 4 years,Web Development,3.0,Waresix,"Jakarta, Indonesia",Logistics,Frontend Engineer,"3+ years of total working experience as Front-End Developer or similar job. 
Passionate about coding and programming, innovation, and solving challenging problems. 
Bachelor's degree or above from with degree in engineering/ computer science/ related field. 
2-5 years developing HTML5 web apps or hybrid mobile apps, with a proven track record of successfully shipping products is a plus. 
Strong knowledge in JavaScript fundamentals. Highly skilled in React, Javascript and HTML/CSS. 
Cares deeply about UX and have an intuitive feel for good design. Having an experience in HTML, CSS 3.0, Vue.js, Github, Gitlab, AWS, Jenkins, Sentry (or similar), New Relic (or similar) 
Nature of Problems solved: Web Applications, Scalability, Continuous Development, Deployments, Developer Workflows, Unit Testing 
Enjoy teamwork, experience with Agile Experience of doing and maintaining documentation", 123456 – 456789,"React.js, Javascript, HTML+CSS, Vue.js",2022-04-19,https://www.techinasia.com/jobs/9e3a99c5-31da-4698-a641-9150dec9aa8b,4083030746,en,Junior Level,123456.0,456789.0
268,Full-time,1 to 4 years,Event Management,1.0,iSeller,"Jakarta, Indonesia",Marketplaces,Cashier Coordinator,"Bachelor’s degree in appropriate field of study ( business management,marketing,or related fields ) equivalent work experience min 2 years
Exceptional communication and interpersonal skill
Outstanding organizational skills and ability to prioritize taks
Able to work independently with little supervision
Collaborative working style and team player attitude
Able to thrive in a high-volume,deadline-driven work environment
Strong work knowledge of Microsoft office", 0 – 0,"Project Management, Marketing, Communication Skills",2022-04-19,https://www.techinasia.com/jobs/a4ec5c8a-c54d-47cd-9fa6-7483a4baf0d6,909481358,en,Junior Level,0.0,0.0
